Name,Visitor Clicks,Total Clicks,Bounce Rate
wissotatrader,0,1,1.0
kidthing,0,2,1.0
nittolegends,0,1,1.0
vgmx,0,1,1.0
fotobridge,0,2,1.0
muralsyourway,0,3,1.0
camelbackbeach,0,3,1.0
paydaymax,0,1,1.0
bobevans,1,3,0.667
buffaloruninn,0,1,1.0
jenniesflorist,0,2,1.0
homefurnituresavings,0,1,1.0
stlcardinals,0,1,1.0
dashzracing,0,1,1.0
subwayfreshbuzz,0,5,1.0
dearbornclassics,0,1,1.0
musicteachershelper,0,1,1.0
printablecouponsforu,0,1,1.0
sexytogolais,0,3,1.0
shuterfly,0,3,1.0
bananapeelsdiapers,0,1,1.0
justbats,0,1,1.0
quakerfriends,0,1,1.0
seventhgeneration,0,1,1.0
bunkbedsatoz,0,1,1.0
workshopsexpress,0,1,1.0
gospellight,0,1,1.0
easyfuxing,0,1,1.0
absolutelyaudrey,0,2,1.0
furniturebestprice,0,1,1.0
atvtiresale,0,1,1.0
bottleyourbrand,1,2,0.5
modkat,0,2,1.0
bearhugsunlimited,0,1,1.0
beanilla,0,2,1.0
cruisecritic,2,3,0.333
ladyfanatics,1,3,0.667
similac,3,10,0.7
tractorsupply,4,16,0.75
adenandanais,0,3,1.0
buschgardens,9,47,0.809
gratefulbuys,0,1,1.0
vitapal,0,1,1.0
thegoodcook,1,5,0.8
babylegs,1,4,0.75
vitaminshoppe,11,161,0.932
custompony,0,1,1.0
uber,0,1,1.0
ladygaga,0,2,1.0
staceylaurenphotography,0,1,1.0
jandd,0,2,1.0
jdmercantile,0,1,1.0
kiddoartworks,0,1,1.0
mahattanlxlimo,0,1,1.0
trustedtours,0,1,1.0
cookingenthusiast,0,1,1.0
knork,0,1,1.0
mypajamaboutique,0,1,1.0
vodafone,0,2,1.0
designergreek,1,1,0.0
especiallyyours,0,2,1.0
gagagoods,0,1,1.0
commissionundergroundreview,0,1,1.0
speedwaymotors,0,4,1.0
astronomics,0,1,1.0
pivotboutique,0,1,1.0
evitamins,0,2,1.0
lifebooker,0,3,1.0
officedepot,30,82,0.634
needanewtie,0,1,1.0
chaspubcrawl,1,2,0.5
seeberger,0,1,1.0
engergizer,0,1,1.0
amazingkidbirthdayparties,0,7,1.0
appareladdiction,0,1,1.0
hankytankyhanger,0,1,1.0
pinmart,0,2,1.0
crooksncastles,0,3,1.0
roundtablepizza,2,32,0.938
papajohnsmenu,0,1,1.0
kansas,0,2,1.0
juliasbrashop,0,1,1.0
theroosevelthotel,0,1,1.0
weddingfavors,0,2,1.0
clubsgalore,0,3,1.0
korwater,0,3,1.0
tixspark,0,1,1.0
eichlers,0,1,1.0
switchflops,0,1,1.0
nutricraze,0,1,1.0
harvesthealth,0,3,1.0
griffintech,0,1,1.0
canadalaptopscreen,0,1,1.0
dvo,1,2,0.5
e,0,7,1.0
weightwatchers,17,32,0.469
eatyourbest,0,1,1.0
linex,0,1,1.0
linensource,0,3,1.0
dvd,0,1,1.0
poopourri,1,1,0.0
dvf,0,2,1.0
youtube,0,14,1.0
catherineweitzman,0,3,1.0
sodaclub,2,5,0.6
youdagames,0,1,1.0
catholicmatch,1,1,0.0
ourdailybreaddesigns,0,1,1.0
berries,4,9,0.556
cheapcigarettes,0,1,1.0
directfreight,0,1,1.0
greenestgreetings,0,1,1.0
gq,0,1,1.0
gp,0,1,1.0
foryourparty,0,5,1.0
joomlahosting,0,1,1.0
doortodoor,0,1,1.0
laprairie,0,1,1.0
lillypulitzer,0,1,1.0
moogr,0,1,1.0
worshiphousemedia,0,1,1.0
affordablefutons,1,1,0.0
lovelyweddingstore,0,3,1.0
cheetahdeals,0,1,1.0
bestwhip,0,1,1.0
babydepot,1,8,0.875
sandboxthreads,0,1,1.0
overstockdrugstore,0,1,1.0
kingofwatersports,0,2,1.0
popcornfactory,0,1,1.0
livelob,0,3,1.0
thegearlounge,0,1,1.0
tacticalstore,0,2,1.0
glamoursurf,0,1,1.0
tallgirlshop,0,2,1.0
compacc,0,3,1.0
hellyhansennorthwestern,0,1,1.0
ableammo,0,1,1.0
lolaandrocky,0,1,1.0
grattens,0,1,1.0
thaiocha,1,1,0.0
nissanonlineparts,0,1,1.0
heyprettycupcake,0,2,1.0
blisslingerie,0,2,1.0
himself27,0,1,1.0
meltingpot,0,4,1.0
charbroil,0,4,1.0
jdseafoodexpress,0,1,1.0
alshank,0,1,1.0
autobarn,0,4,1.0
evesorchard,0,1,1.0
bostonportsmouthairshow,0,1,1.0
angelfoodministries,1,1,0.0
facebook,0,6,1.0
xlpharmacycanada,0,1,1.0
stogieboys,0,2,1.0
noelleeming,0,2,1.0
vintagesnow,0,3,1.0
oegear,0,1,1.0
eleganthorsepictures,0,1,1.0
pfaltzgraff,0,6,1.0
muckbootsoutlet,0,3,1.0
gabproperty,0,1,1.0
forbes,0,1,1.0
roku,3,4,0.25
purecostumes,0,5,1.0
relianceglobalcall,0,2,1.0
myflip,0,2,1.0
totaldiabetessupply,1,1,0.0
chateauavalonhotel,1,4,0.75
sharbor,0,1,1.0
olay,0,4,1.0
sing365,0,2,1.0
unbounce,0,1,1.0
thesak,0,1,1.0
cyclegear,0,4,1.0
ardenb,0,6,1.0
thriftynickel,1,3,0.667
zehnders,1,2,0.5
sit4less,0,1,1.0
shoedeals4u,0,1,1.0
layerednetworks,0,1,1.0
expressionsphotostore,0,1,1.0
lasscosmetics,0,1,1.0
mamaandbabyessentials,0,1,1.0
oroca,0,1,1.0
click,0,1,1.0
cherryculture,2,7,0.714
lightake,0,2,1.0
dollhousesgalore,0,1,1.0
titanmotorsports,0,1,1.0
pedialyte,0,3,1.0
thehungersite,0,1,1.0
timeframes,0,1,1.0
notherntool,0,1,1.0
solidcolorneckties,0,4,1.0
bittraffic,0,1,1.0
rossstores,1,8,0.875
cripedistributing,0,2,1.0
kro318jf,0,1,1.0
sincityskates,0,2,1.0
cpenow,0,2,1.0
lilacbijoux,0,1,1.0
levelupstudios,0,2,1.0
circlebloom,0,1,1.0
poolsupplyworld,0,3,1.0
pipelime,0,2,1.0
purerest,0,1,1.0
createspace,0,3,1.0
qksilhouette,0,1,1.0
gamesharkstore,0,2,1.0
ticketloot,0,1,1.0
fragrancemist,0,1,1.0
mercedesmanuals,0,2,1.0
fictionwise,0,4,1.0
inweaevfabric,0,1,1.0
michiganwendys,0,1,1.0
marketiva,0,3,1.0
diamondharmony,0,1,1.0
bushshomestylechili,0,1,1.0
jixhost,0,1,1.0
intheholegolf,1,1,0.0
nomastarjetas,0,1,1.0
ppi2pass,0,3,1.0
torrebigandtall,0,1,1.0
rightstart,0,3,1.0
pauladeen,0,1,1.0
fortlauderdale,0,1,1.0
mylocker,0,2,1.0
ontariosciencecentre,0,1,1.0
educationalinnovations,0,1,1.0
sportsunlimitedinc,1,4,0.75
nurseryrhymetease,0,1,1.0
products,0,3,1.0
vitamincreek,0,1,1.0
ruralking,0,3,1.0
thepopcornfactory,3,10,0.7
cheapdomainseller,0,1,1.0
claro,0,1,1.0
clarn,0,1,1.0
mateusse,0,1,1.0
healthcleanz,0,1,1.0
pureromance,2,5,0.6
bloogplanet,1,3,0.667
win,0,2,1.0
sweetfactory,0,3,1.0
revol,0,2,1.0
morganshotelgroup,0,1,1.0
magnipic,0,2,1.0
rinovelty,2,12,0.833
cprtoday,0,2,1.0
missbingo,0,2,1.0
lbjeweled,0,1,1.0
travelcountry,1,4,0.75
greeneyeautoparts,0,1,1.0
partcity,0,2,1.0
wix,3,8,0.625
invisiblemask,0,1,1.0
mysmartypants,0,1,1.0
homefurnitureshowroom,0,1,1.0
moorepet,0,1,1.0
xtoysusa,0,1,1.0
live,0,1,1.0
everybodysnuts,1,1,0.0
patcatans,0,4,1.0
landsend1,0,1,1.0
duhastorage,0,1,1.0
babiesrus,26,208,0.875
onnit,1,8,0.875
shopthebay,0,1,1.0
seattleweekly,0,1,1.0
bissell,0,4,1.0
icetemplates,0,1,1.0
ixwebhosting,0,2,1.0
flyingstarcafe,0,2,1.0
partsmartparts,0,1,1.0
coldstonecreamery,1,10,0.9
thepetstoreonline,0,1,1.0
lacrossemonkey,1,1,0.0
seekhi,0,1,1.0
golfnow,1,5,0.8
chefrobertsdirect,0,2,1.0
citydeals,0,4,1.0
mantelcraft,0,1,1.0
thefashionpatrol,0,1,1.0
captainzoom,0,1,1.0
weddingbandsworld,0,1,1.0
barnesandnoble,13,235,0.945
mexyshop,0,2,1.0
thepartyworks,0,1,1.0
meez,2,8,0.75
cameta,0,1,1.0
autoshowny,0,3,1.0
tinyprints,0,13,1.0
mlxjet,0,1,1.0
nyfashioncenterfabrics,0,2,1.0
13inhpillow,0,2,1.0
ebtoys,0,1,1.0
dilseycoal,0,1,1.0
ebuilderdirect,0,2,1.0
pctools,0,1,1.0
myshellieslingerie,0,1,1.0
justdoitguides,0,1,1.0
naturesbrands,0,1,1.0
birkenstockusa,0,1,1.0
sutsu,0,1,1.0
shutterfly,84,416,0.798
myantra,0,1,1.0
flightnetwork,0,1,1.0
thegoodfrugallife,0,2,1.0
surlatable,0,3,1.0
dentakit,0,1,1.0
hub4health,0,1,1.0
soccercorner,0,4,1.0
atbatt,0,2,1.0
nysuperfan,0,1,1.0
cocodot,0,1,1.0
realcyclist,2,2,0.0
aartech,0,1,1.0
mybariatricpantry,0,1,1.0
thinkdifferentstore,0,1,1.0
golemweb,0,1,1.0
ikariam,0,2,1.0
marketcircle,0,2,1.0
thecupcakefairy,0,1,1.0
batterystuff,0,1,1.0
2stoner,0,1,1.0
lubasgiftshop,0,1,1.0
pacificpillows,0,1,1.0
greenhilltea,0,1,1.0
bursabaju,0,1,1.0
dearlady,0,1,1.0
mgellerdiamonds,0,1,1.0
masongadgetshop,0,1,1.0
nashbar,1,12,0.917
everystuffedanimal,0,3,1.0
makeupconnection,0,1,1.0
bbcicecream,0,1,1.0
mamadiggs,0,1,1.0
sleepywrap,1,1,0.0
osirisstore,1,1,0.0
wonderwatersolutions,0,1,1.0
sonos,0,1,1.0
bttrventures,0,1,1.0
orbitlightshow,0,4,1.0
inkdoodle,0,1,1.0
aliceechonews,0,1,1.0
stockingstore,0,1,1.0
pecoair,0,1,1.0
colorincprolab,0,1,1.0
hugedomains,0,1,1.0
joespetmeds,0,2,1.0
vegangoods,1,1,0.0
manx2,0,1,1.0
tfhmagazine,0,2,1.0
american,0,1,1.0
superbrightleds,1,7,0.857
cherryrepublic,1,5,0.8
sayherbal,0,3,1.0
soundclarity,0,2,1.0
zakayglasscreations,0,1,1.0
mpartworks,0,1,1.0
edisonhotelnyc,0,1,1.0
fresno,0,1,1.0
miravalresort,0,1,1.0
healthykin,0,1,1.0
jny,1,4,0.75
lifephoto,0,1,1.0
petco,3,47,0.936
citysegwaytours,0,3,1.0
birdseyefoods,0,3,1.0
hoststore,0,1,1.0
shoeparlor,1,2,0.5
tshirttank,0,1,1.0
mbamath,0,1,1.0
skyauction,0,2,1.0
debandco,0,2,1.0
majestiqueevents,0,1,1.0
foxwoofs,0,2,1.0
gohawking,0,1,1.0
artisticlabels,0,3,1.0
stauer,1,3,0.667
winamp,0,1,1.0
glattondemand,0,1,1.0
lulusmondelbread,0,1,1.0
rhbabyandchild,0,2,1.0
honibe,0,1,1.0
smackapparel,0,1,1.0
eyesave,0,4,1.0
bargainmugs,0,1,1.0
grandsierraresort,0,3,1.0
putitlive,0,1,1.0
storus,0,1,1.0
upcountryinc,0,2,1.0
limepath,0,1,1.0
megaboon,0,2,1.0
narscosmetics,0,5,1.0
smithandnoble,0,1,1.0
shoptwigs,0,1,1.0
sirata,0,1,1.0
deucebrand,0,1,1.0
leadertask,0,1,1.0
potbelly,0,1,1.0
auth,0,15,1.0
justforkix,0,3,1.0
rockwellnutrition,0,3,1.0
missmodesty,0,1,1.0
worldofwatches,0,2,1.0
directsourceinc,0,1,1.0
onetribe,0,1,1.0
morninggloryus,0,1,1.0
eclecticgrocer,0,1,1.0
combatsports,0,2,1.0
iphonecom,0,1,1.0
bagster,1,6,0.833
metropawlispetboutique,0,2,1.0
lasvegashcg,0,1,1.0
4inkjets,1,8,0.875
netunos,0,1,1.0
thewinfieldcollection,0,1,1.0
minkydelight,0,1,1.0
zkidsmusic,0,2,1.0
iseeme,0,4,1.0
poptarts,0,2,1.0
glyde,0,5,1.0
modemerr,0,1,1.0
dealsdirect,1,6,0.833
cheryls,2,2,0.0
gelaskins,1,2,0.5
shopadam,0,1,1.0
shoplulublue,0,1,1.0
woothemes,0,1,1.0
yugiohmint,0,2,1.0
eeuroparts,0,1,1.0
execbizevents,0,1,1.0
theshoecompany,0,1,1.0
usabrideweddings,0,1,1.0
aldoshoes,29,79,0.633
mylookout,2,4,0.5
skirballcenter,0,3,1.0
ikechen,0,1,1.0
optimumchoices,0,2,1.0
flys,0,1,1.0
teeccino,0,2,1.0
azcentral,0,1,1.0
thumpertalk,0,3,1.0
mycpanelhost,0,1,1.0
memeo,0,1,1.0
entertainment,0,3,1.0
buxjet,0,1,1.0
mrpokerchips,0,1,1.0
tradingreplica,0,1,1.0
momastore,0,4,1.0
marialiaxo,1,2,0.5
magickitchen,0,1,1.0
rodanandfields,0,1,1.0
travelrepublic,0,1,1.0
girlsliketoys,0,1,1.0
dancingrahana,1,1,0.0
btcelements,0,1,1.0
matchclothing,0,1,1.0
etsycoupons,0,1,1.0
mocka,0,1,1.0
discdirect,0,1,1.0
aetv,0,1,1.0
lubengo,0,1,1.0
cocoatech,0,1,1.0
mapleregistry,0,1,1.0
fancyparties,0,1,1.0
wristbandconnection,0,2,1.0
subarugear,0,2,1.0
diamondnexuslabs,0,4,1.0
ancestry,6,18,0.667
calvinklein,1,14,0.929
fangshendo,0,3,1.0
barkeeper,0,1,1.0
safe2drive,0,1,1.0
acherryontop,0,1,1.0
homefinery,0,1,1.0
agriya,0,3,1.0
nyancompany,0,1,1.0
peruvianconnection,2,2,0.0
membership,2,2,0.0
kharidari,0,1,1.0
smarthome,0,4,1.0
coachfactory,0,1,1.0
49ers,0,1,1.0
heritagebooks,0,1,1.0
greenapplefashion,0,1,1.0
shrek,0,1,1.0
emeraldpointe,0,1,1.0
overthehillgifts,0,1,1.0
drzeelo,0,1,1.0
lensworld,1,3,0.667
woodworkerswholesale,1,1,0.0
sendthetrend,0,1,1.0
wholesaleapplique,0,1,1.0
wegmans,0,2,1.0
shoecity,1,1,0.0
feelgoodessentials,0,1,1.0
grandmasgiftware,0,1,1.0
ihomeradio,0,1,1.0
phantomlasvegas,0,9,1.0
hollywoodtans,0,2,1.0
tasteofhome,0,1,1.0
onewaystreet,0,1,1.0
uxcell,1,1,0.0
drink1win1,0,5,1.0
mycomputersleuth,0,1,1.0
lionheartapparel,0,1,1.0
mychicagosteak,0,1,1.0
mygirldress,1,1,0.0
bitdefender,0,4,1.0
boomersparks,0,5,1.0
nxtdomains,0,1,1.0
charliebrowns,0,5,1.0
melamedeyecare,0,1,1.0
drleonards,0,3,1.0
gocardsusa,0,1,1.0
kcnation,0,1,1.0
mommyjewerly,0,1,1.0
spoofcard,0,1,1.0
cottonwoodtees,0,2,1.0
futonsatoz,0,2,1.0
tommybahama,0,8,1.0
dailydeals,0,1,1.0
usmedals,0,4,1.0
mrbeautysupply,0,2,1.0
moonsandkits,0,1,1.0
ozonebilliards,0,1,1.0
carsons,3,12,0.75
drypodsonline,0,1,1.0
etopps,0,2,1.0
helptheabandoned,0,1,1.0
lovemomiji,0,1,1.0
wakinglifemassage,0,1,1.0
factorycard,0,3,1.0
standarddeviationny,0,1,1.0
vitalah,0,2,1.0
everythingsmells,0,2,1.0
pacifieronline,0,1,1.0
luckysurf,0,1,1.0
newconsciousliving,0,1,1.0
funjet,0,10,1.0
iverein,0,2,1.0
lola,0,1,1.0
cheesecakedelivered,0,1,1.0
devucosmetics,0,1,1.0
scrapwalls,1,1,0.0
flashontap,0,1,1.0
adasa,0,1,1.0
sprayfoamdirect,0,2,1.0
ncserv,0,1,1.0
miodestino,0,1,1.0
learningexpress,1,7,0.857
csnf,0,2,1.0
babyage,0,7,1.0
bobscycle,0,1,1.0
bytheseadecor,0,1,1.0
davidz,0,1,1.0
allstarhealth,1,7,0.857
offshorehostingsolutions,0,1,1.0
thewinebuyer,0,2,1.0
epritshop,0,1,1.0
pvh,0,1,1.0
mpix,0,12,1.0
prcleaners,0,1,1.0
cowandgate,0,1,1.0
merrymicrofiberbath,0,1,1.0
tupelosonline,0,1,1.0
missmomo,0,3,1.0
myperplex,0,1,1.0
forodehosting,0,1,1.0
sprinkler,0,1,1.0
michebag,0,5,1.0
wcpdiesel,0,1,1.0
medicalscrubscollection,0,2,1.0
noteworthynotes,0,2,1.0
v8juice,0,2,1.0
encorebridal,0,1,1.0
wingos,0,1,1.0
teamcheer,0,3,1.0
electricfireplacesdirect,0,1,1.0
outdoorflagstore,0,1,1.0
breyerhorses,1,2,0.5
fatbraintoys,0,5,1.0
nytimes,0,3,1.0
empikfoto,0,1,1.0
momknowsbest,0,1,1.0
beybladebattles,0,1,1.0
flyertalk,0,1,1.0
suspensionconnection,0,3,1.0
egminerals,0,1,1.0
hireahelper,0,2,1.0
golfhq,0,1,1.0
prankplace,0,1,1.0
babybeat,1,1,0.0
purpleprairie,0,1,1.0
wowcoolstuff,0,1,1.0
kidsfashionbrokers,0,1,1.0
123christian,0,1,1.0
hiphopcloset,0,2,1.0
bmlbasic,0,1,1.0
fafsa,0,1,1.0
irantk,0,1,1.0
artfulwears,1,1,0.0
guestbookstore,0,1,1.0
tricoastal,0,1,1.0
papamurphys,14,42,0.667
monitority,0,1,1.0
mybabyourbaby,0,1,1.0
getoffchex,0,1,1.0
viviscal,0,1,1.0
antoinetteleedesigns,0,1,1.0
ladybugsandlilypads,0,1,1.0
goiguana,0,1,1.0
belkin,2,6,0.667
searsphotos,0,3,1.0
venere,0,2,1.0
shoprite,0,6,1.0
aitstore,0,1,1.0
mamabargins,0,2,1.0
dinovite,1,4,0.75
oneworldcuisine,0,1,1.0
nobosh,0,1,1.0
oilfiltersonline,0,1,1.0
ozbo,0,1,1.0
thebutterflygrove,0,1,1.0
byconan,0,1,1.0
4checks,2,4,0.5
goblinds,0,1,1.0
checksunlimited,15,28,0.464
imperialpalace,0,2,1.0
seavenger,0,1,1.0
backcountry,7,19,0.632
gunthergifts,0,2,1.0
allcosmeticswholesale,0,4,1.0
montgomeryward,0,2,1.0
kangogift,0,1,1.0
keysbymail,0,1,1.0
toofaced,0,3,1.0
natioal,0,1,1.0
libri,0,1,1.0
automaticshowercleaner,0,2,1.0
illegalthreads,0,1,1.0
totalhockey,1,7,0.857
terapeak,0,1,1.0
enhanceyours,0,1,1.0
wellglow,0,1,1.0
ovationhair,1,3,0.667
mgm,0,1,1.0
washingtondc,0,1,1.0
kandcompany,0,2,1.0
sdff,0,1,1.0
usedcellphoneshop,0,3,1.0
mulberrymoon,0,1,1.0
kiefer,0,2,1.0
sassy,0,1,1.0
beautydeals,0,3,1.0
endless,7,37,0.811
nutritionexpress,0,2,1.0
moleskine,0,1,1.0
ricaud,0,1,1.0
feldheim,0,1,1.0
morethanalive,0,2,1.0
premiumchocolatiers,0,2,1.0
frankiesfunpark,0,1,1.0
musicdispatch,0,1,1.0
laquintaresort,0,2,1.0
ergodepot,0,1,1.0
usaammo,0,1,1.0
j,0,6,1.0
officialdoghouse,0,2,1.0
memagazineonline,0,1,1.0
vitadigest,0,3,1.0
roosterteeth,0,1,1.0
ladelish,0,1,1.0
thingsremembered,1,13,0.923
thanksmama,0,2,1.0
wildrivers,1,1,0.0
stats,0,1,1.0
threebearslodge,0,1,1.0
ticketcenterstage,0,2,1.0
soholab,0,2,1.0
prosperitypassionpurpose,0,1,1.0
campusfood,1,25,0.96
strawsticksandbricks,0,2,1.0
nursingwear,0,1,1.0
miniusa,0,1,1.0
sitbetter,0,1,1.0
jadetechnology,0,1,1.0
sbsonlinegoodies,0,1,1.0
doxons,0,1,1.0
kastawayswimwear,0,1,1.0
ohcheri,0,1,1.0
cellularcountry,0,1,1.0
magauto,0,1,1.0
tripadvisor,0,2,1.0
whiteandwarren,3,4,0.25
naturerugs,0,1,1.0
bikersleatherfl,0,1,1.0
cloudfanart,0,1,1.0
marketvolume,0,1,1.0
extremepda,0,1,1.0
surthrival,0,1,1.0
oneclickmx,0,1,1.0
ocobiomedical,0,1,1.0
crackberry,0,3,1.0
nettalk,0,1,1.0
snowinseconds,0,1,1.0
getsmartfish,0,1,1.0
shoecarnival,0,5,1.0
hits,0,2,1.0
seaworldsandiego,0,6,1.0
triathletesports,0,3,1.0
theticketblock,0,1,1.0
littlemoonjumber,0,1,1.0
navajonationparks,0,1,1.0
aqua,1,3,0.667
bragardusa,0,1,1.0
corradoparts,0,2,1.0
swarovski,1,5,0.8
loftoutlet,2,10,0.8
samsbeauty,0,3,1.0
imlivechats,0,1,1.0
medcohealth,1,1,0.0
glocksoft,0,1,1.0
learnitstuff,0,1,1.0
eltorito,2,6,0.667
swissoutpost,0,1,1.0
ilovesamplesalesonline,0,1,1.0
thebatesmotel,0,2,1.0
stylelist,0,1,1.0
worldofwineevents,0,1,1.0
gustwillersclothing,0,1,1.0
schoolzone,0,1,1.0
loreleijane,0,1,1.0
thenaturalstore,0,1,1.0
fludwatches,0,2,1.0
goldflowerinc,0,1,1.0
qmedia,0,1,1.0
hyundaiaccessorystore,0,1,1.0
saltysupply,0,1,1.0
verityjanekeefe,0,1,1.0
mountaingear,0,7,1.0
babeland,0,2,1.0
adorebeauty,0,1,1.0
larzpetgear,0,1,1.0
protherapysupplies,0,2,1.0
nowandforever,0,1,1.0
ministryideaz,0,2,1.0
savilerowco,0,1,1.0
jellyfishbooks,0,1,1.0
springdancehottubs,1,1,0.0
pizzaland,0,1,1.0
libertyhotel,0,2,1.0
maelindesigns,0,1,1.0
christmastrees,0,2,1.0
oempl,0,1,1.0
timewarnercable,0,2,1.0
parthenonfoods,0,1,1.0
moscowballet,0,1,1.0
cirquedusoleil,4,11,0.636
goodyeartires,0,2,1.0
kickers,0,2,1.0
framechicago,0,1,1.0
ecard,0,1,1.0
tigerdirect,2,32,0.938
garmin,0,14,1.0
philipshomestore,0,1,1.0
ameandlulu,0,1,1.0
hhenvironmental,0,1,1.0
studentsupply,0,1,1.0
mrgooru,0,1,1.0
weddingbandswholesale,0,1,1.0
mysmartmove,0,6,1.0
jasonsdelifeedback,0,2,1.0
bebeaulait,0,3,1.0
beautifultexture,0,2,1.0
ideafestival,0,1,1.0
gucci,1,7,0.857
survivalstraps,0,4,1.0
squishable,0,1,1.0
indigoreeddiffusers,0,1,1.0
eddiebauer,14,28,0.5
powells,0,4,1.0
mcdullusa,0,1,1.0
templatemonster,0,3,1.0
petazon,0,1,1.0
discountcontactlenses,0,4,1.0
knetbooks,0,1,1.0
ogracing,0,1,1.0
thesimplestencil,0,1,1.0
kofdirect,0,1,1.0
priorservice,0,1,1.0
quixtar,0,2,1.0
mousesavers,0,1,1.0
7daysget,0,1,1.0
svideo,0,1,1.0
usawallpaper,0,1,1.0
insectlore,0,1,1.0
laretrogifts,0,1,1.0
betterhealthinternational,0,1,1.0
supercheapsigns,0,1,1.0
businessmodelgeneration,1,1,0.0
californiababy,1,9,0.889
newbiejob,0,1,1.0
appliancepartspros,1,2,0.5
vminnovations,0,4,1.0
gpscity,0,2,1.0
caraudiodirect,0,1,1.0
bioriente,0,1,1.0
bbriverboats,0,2,1.0
ezvapes,0,1,1.0
kmisetas,0,1,1.0
timberlandonline,0,2,1.0
superforums,0,2,1.0
airbrushmakeup,0,6,1.0
coffeebean,1,1,0.0
bookdepository,1,4,0.75
greenmangaming,2,3,0.333
123bingoonline,0,3,1.0
battenburglace,0,1,1.0
hostesscakes,1,6,0.833
nationaljeanscompany,0,1,1.0
mysiteonweb,0,1,1.0
efax,0,1,1.0
bounceweb,0,3,1.0
soupersalad,4,11,0.636
nhaler,0,1,1.0
fvconnect,0,1,1.0
jansenmedical,0,1,1.0
pacificgeek,0,2,1.0
hometowncandle,0,1,1.0
truebeer,0,4,1.0
cmdstore,0,1,1.0
well,2,6,0.667
wemoon,0,1,1.0
retrofitsource,0,1,1.0
leadingexample,0,1,1.0
perfectlyhomerugs,0,1,1.0
getbinged,0,1,1.0
loopabowl,0,1,1.0
cruisenh,1,3,0.667
maurices,7,21,0.667
nurseslearningcenter,0,1,1.0
nywholesalescarves,0,1,1.0
yosemitepark,0,2,1.0
accurato,0,1,1.0
vitalicious,1,5,0.8
jakeandmicah,0,1,1.0
outrigger,1,2,0.5
letsgettickets,0,1,1.0
appliancesconnection,0,1,1.0
mybuddiesworld,0,1,1.0
dermajuv,0,1,1.0
addictedtorubberstamps,0,4,1.0
bclc,0,2,1.0
impuckish,0,1,1.0
silverjeans,1,5,0.8
griotsgarage,3,6,0.5
powerandmotoryacht,0,1,1.0
brainpop,4,7,0.429
arkaik,0,1,1.0
fulltiltpoker,0,1,1.0
morcosmetics,0,1,1.0
homefriday,0,1,1.0
northlandtools,0,1,1.0
iberostar,1,2,0.5
nehaflix,0,1,1.0
proflowers,23,30,0.233
imparts,0,1,1.0
niecynotes,0,2,1.0
tristatecamera,0,2,1.0
karaokestar,0,1,1.0
pgestore,0,1,1.0
gardenpartycollection,0,1,1.0
redrockethobbies,0,2,1.0
twinarmada,0,1,1.0
marlobeauty,0,3,1.0
glassworksinc,0,1,1.0
keewah,0,2,1.0
tycoontalk,0,1,1.0
glutensmart,0,1,1.0
shortcovers,0,1,1.0
bswusa,0,1,1.0
flashlights4all,0,1,1.0
sterlingwineonline,0,1,1.0
freemakeupandmore,1,4,0.75
grahamwhite,0,1,1.0
purchance,0,1,1.0
imed,0,1,1.0
livingthethinlife,0,1,1.0
thegap,0,1,1.0
bouncehousesnow,0,3,1.0
1800lighting,0,1,1.0
jacarandastyle,0,1,1.0
bronners,1,3,0.667
gsgagolf,0,1,1.0
zifty,0,2,1.0
pinkice,2,3,0.333
handhelditems,1,1,0.0
trollandtoad,0,3,1.0
hbbleads,0,1,1.0
rotr,0,1,1.0
candy,0,2,1.0
partypail,1,9,0.889
nicoandzoe,0,1,1.0
studentuniverse,1,7,0.857
aradiginizhersey,0,1,1.0
payments,0,1,1.0
todaysjokes,0,1,1.0
bobbibrowncosmetics,1,6,0.833
littleruler,0,1,1.0
audiolines,0,1,1.0
mytresses,0,1,1.0
progolf,0,1,1.0
landsendcanvas,0,1,1.0
tpac,0,1,1.0
valueappeal,0,2,1.0
papajohnshawaii,0,1,1.0
jomashop,0,3,1.0
allromanceebooks,1,2,0.5
lovefnue,0,1,1.0
timeforme,0,2,1.0
asiabeast,0,1,1.0
carneyplastics,1,1,0.0
foxrentacar,5,11,0.545
lizclaibornewoman,0,1,1.0
babybeminematernity,0,2,1.0
racerswholesale,0,1,1.0
logodesignguru,0,2,1.0
cobornsdelivers,0,3,1.0
pottytrainingconcepts,0,1,1.0
currentbydiscover,0,1,1.0
buytopdietpills,0,1,1.0
kesmekoyu,0,1,1.0
fitrx,0,3,1.0
egotgifts,0,1,1.0
eatsmartproducts,0,2,1.0
futonfactoryoutlet,0,1,1.0
earththerapeutics,0,1,1.0
telltalegames,0,1,1.0
damasjewel,0,1,1.0
jcpennnys,0,1,1.0
ibuybarbecues,0,1,1.0
shellbacktactical,0,1,1.0
elephantad,0,1,1.0
shirtchamp,0,2,1.0
roaringcamp,0,2,1.0
bookbyte,0,1,1.0
autoanything,2,8,0.75
brakeperformance,1,1,0.0
evike,0,10,1.0
claytongrayhome,0,1,1.0
sainsburys,0,1,1.0
lexmark,0,1,1.0
jakesgoodnewport,0,1,1.0
lesportsac,0,4,1.0
noteworthycrafts,0,1,1.0
nationsphoto,0,4,1.0
physiciansformula,0,2,1.0
girlychecks,0,1,1.0
dollargeneralstoredomaine,0,1,1.0
footaction,5,14,0.643
