Coupon,Num. Of Clicks,Min Time,Min-Clicks,Max Time,Max-Clicks,Mean,Meadian,Std. Dev
2787288,3,46,1,46,1,35.0,36,9.0
2450476,5,56,1,49,2,47.0,49,6.841
1874246,1,50,1,50,1,50.0,50.0,0.0
1324393,2,02,1,02,1,2.0,2.5,0.707
2094713,3,49,1,50,2,49.0,50,0.816
2743927,1,20,1,20,1,20.0,20.0,0.0
S145418,1,46,1,46,1,46.0,46.0,0.0
2850529,1,11,1,11,1,11.0,11.0,0.0
2731557,1,17,1,17,1,17.0,17.0,0.0
S186389,1,25,1,25,1,25.0,25.0,0.0
2655618,1,21,1,21,1,21.0,21.0,0.0
2850503,1,58,1,58,1,58.0,58.0,0.0
2307643,1,11,1,11,1,11.0,11.0,0.0
2771340,1,32,1,32,1,32.0,32.0,0.0
2594058,1,28,1,28,1,28.0,28.0,0.0
2819349,5,11,1,08,2,10.0,08,7.457
1965080,1,09,1,09,1,9.0,9.0,0.0
2774235,1,53,1,53,1,53.0,53.0,0.0
2851043,1,42,1,42,1,42.0,42.0,0.0
2819485,10,13,1,13,1,31.0,25.5,20.543
2536897,2,02,2,02,2,2.0,2.0,0.0
2819432,2,13,1,13,1,34.0,34.5,21.506
2789841,2,27,1,27,1,35.0,35.0,8.0
S155188,1,15,1,15,1,15.0,15.0,0.0
2477838,1,02,1,02,1,2.0,2.0,0.0
S139357,2,15,1,15,1,11.0,11.0,4.0
2845100,1,56,1,56,1,56.0,56.0,0.0
875050,1,41,1,41,1,41.0,41.0,0.0
1957920,1,30,1,30,1,30.0,30.0,0.0
2824429,1,41,1,41,1,41.0,41.0,0.0
2780210,2,00,1,00,1,0.0,0.5,0.707
1308905,1,03,1,03,1,3.0,3.0,0.0
2809920,1,35,1,35,1,35.0,35.0,0.0
2729624,1,50,1,50,1,50.0,50.0,0.0
2407416,2,13,2,13,2,13.0,13.0,0.0
S141482,1,23,1,23,1,23.0,23.0,0.0
S137444,1,38,1,38,1,38.0,38.0,0.0
2769518,1,57,1,57,1,57.0,57.0,0.0
2794614,1,03,1,03,1,3.0,3.0,0.0
608892,1,34,1,34,1,34.0,34.0,0.0
2479036,1,38,1,38,1,38.0,38.0,0.0
1977836,1,15,1,15,1,15.0,15.0,0.0
2759373,2,46,2,46,2,46.0,46.0,0.0
1845625,2,15,2,15,2,15.0,15.0,0.0
2839767,4,01,1,01,1,37.0,45.0,22.153
2846769,4,13,2,13,2,10.0,10.0,3.0
1952158,1,50,1,50,1,50.0,50.0,0.0
2603423,1,37,1,37,1,37.0,37.0,0.0
2842420,1,27,1,27,1,27.0,27.0,0.0
2738599,46,49,1,40,5,29.0,31.5,16.216
2733656,2,42,1,42,1,32.0,32.0,10.0
2717752,3,05,1,47,2,33.0,47,19.799
2258836,1,00,1,00,1,0.0,0.0,0.0
2426100,1,11,1,11,1,11.0,11.0,0.0
2842627,1,14,1,14,1,14.0,14.0,0.0
998803,1,37,1,37,1,37.0,37.0,0.0
2840361,1,58,1,58,1,58.0,58.0,0.0
2842888,1,57,1,57,1,57.0,57.0,0.0
2710832,5,11,1,56,2,31.0,34,22.891
S160279,1,39,1,39,1,39.0,39.0,0.0
2747583,2,14,2,14,2,14.0,14.0,0.0
1681397,2,36,1,36,1,44.0,44.5,8.515
2053354,1,49,1,49,1,49.0,49.0,0.0
301146,1,44,1,44,1,44.0,44.0,0.0
2503752,1,25,1,25,1,25.0,25.0,0.0
2747769,1,34,1,34,1,34.0,34.0,0.0
2590329,1,18,1,18,1,18.0,18.0,0.0
2851237,1,24,1,24,1,24.0,24.0,0.0
2660996,2,39,1,39,1,38.0,38.0,1.0
2849283,2,02,1,02,1,8.0,8.5,6.519
1245447,1,06,1,06,1,6.0,6.0,0.0
2479655,2,32,1,32,1,18.0,18.0,14.0
2632089,1,05,1,05,1,5.0,5.0,0.0
1469003,1,36,1,36,1,36.0,36.0,0.0
2753313,1,18,1,18,1,18.0,18.0,0.0
2779528,3,25,1,25,1,38.0,34,13.026
1950497,1,05,1,05,1,5.0,5.0,0.0
1669924,2,22,1,22,1,22.0,22.5,0.707
2412842,1,11,1,11,1,11.0,11.0,0.0
2829984,3,27,1,27,1,21.0,27,9.764
2830563,2,20,1,20,1,20.0,20.5,0.707
S223070,1,57,1,57,1,57.0,57.0,0.0
2825219,1,24,1,24,1,24.0,24.0,0.0
2760335,1,05,1,05,1,5.0,5.0,0.0
S141094,1,05,1,05,1,5.0,5.0,0.0
2848865,9,10,1,43,2,30.0,39,14.716
2774992,2,39,1,39,1,44.0,44.5,5.523
2368582,1,57,1,57,1,57.0,57.0,0.0
2851889,1,44,1,44,1,44.0,44.0,0.0
S136398,1,19,1,19,1,19.0,19.0,0.0
326427,1,07,1,07,1,7.0,7.0,0.0
S230614,1,56,1,56,1,56.0,56.0,0.0
S192970,1,28,1,28,1,28.0,28.0,0.0
1984840,1,55,1,55,1,55.0,55.0,0.0
2771898,1,14,1,14,1,14.0,14.0,0.0
2697343,1,33,1,33,1,33.0,33.0,0.0
1187149,2,35,2,35,2,35.0,35.0,0.0
2733137,1,51,1,51,1,51.0,51.0,0.0
2584749,1,18,1,18,1,18.0,18.0,0.0
2850417,1,25,1,25,1,25.0,25.0,0.0
2851469,2,15,1,15,1,18.0,18.5,3.536
S139293,2,39,1,39,1,44.0,44.0,5.0
2742680,2,19,1,19,1,22.0,22.5,3.536
2473634,1,58,1,58,1,58.0,58.0,0.0
1632566,1,01,1,01,1,1.0,1.0,0.0
2833000,1,39,1,39,1,39.0,39.0,0.0
2041494,1,09,1,09,1,9.0,9.0,0.0
2800202,3,52,1,48,2,49.0,48,1.915
2848638,1,30,1,30,1,30.0,30.0,0.0
1889870,1,02,1,02,1,2.0,2.0,0.0
2819176,1,39,1,39,1,39.0,39.0,0.0
2755782,1,54,1,54,1,54.0,54.0,0.0
S141289,1,40,1,40,1,40.0,40.0,0.0
1902730,1,43,1,43,1,43.0,43.0,0.0
2820146,1,24,1,24,1,24.0,24.0,0.0
2657172,2,00,1,00,1,0.0,0.5,0.707
2786026,1,06,1,06,1,6.0,6.0,0.0
1870653,1,01,1,01,1,1.0,1.0,0.0
2775631,1,15,1,15,1,15.0,15.0,0.0
1023289,1,17,1,17,1,17.0,17.0,0.0
2198553,1,41,1,41,1,41.0,41.0,0.0
2596477,1,25,1,25,1,25.0,25.0,0.0
2828363,1,26,1,26,1,26.0,26.0,0.0
1627636,1,24,1,24,1,24.0,24.0,0.0
S156243,1,51,1,51,1,51.0,51.0,0.0
1842190,1,49,1,49,1,49.0,49.0,0.0
1727085,1,04,1,04,1,4.0,4.0,0.0
S167832,1,41,1,41,1,41.0,41.0,0.0
1070661,1,07,1,07,1,7.0,7.0,0.0
2842113,23,02,1,27,2,34.0,38,15.859
2835053,2,39,2,39,2,39.0,39.0,0.0
2328798,1,00,1,00,1,0.0,0.0,0.0
2612537,1,08,1,08,1,8.0,8.0,0.0
2841679,1,10,1,10,1,10.0,10.0,0.0
2696241,2,57,1,57,1,30.0,30.5,26.505
S143163,1,27,1,27,1,27.0,27.0,0.0
2816598,2,03,1,03,1,18.0,18.5,15.508
2507460,1,18,1,18,1,18.0,18.0,0.0
2128005,3,33,1,33,1,24.0,23,6.272
S136417,9,25,1,26,3,28.0,26,15.563
2555124,1,35,1,35,1,35.0,35.0,0.0
S250456,1,01,1,01,1,1.0,1.0,0.0
1531283,1,06,1,06,1,6.0,6.0,0.0
1511940,1,12,1,12,1,12.0,12.0,0.0
2830355,3,47,1,47,1,42.0,47,10.033
2592943,1,16,1,16,1,16.0,16.0,0.0
2795856,1,14,1,14,1,14.0,14.0,0.0
2701896,21,38,1,50,3,37.0,44,18.815
2849700,1,52,1,52,1,52.0,52.0,0.0
2851815,2,54,1,54,1,34.0,34.0,20.0
2834674,10,11,1,44,2,36.0,44.0,15.248
2835872,1,56,1,56,1,56.0,56.0,0.0
1774431,1,45,1,45,1,45.0,45.0,0.0
2848143,1,32,1,32,1,32.0,32.0,0.0
2478385,6,21,1,21,1,24.0,27.5,14.894
554919,1,27,1,27,1,27.0,27.0,0.0
2082158,1,53,1,53,1,53.0,53.0,0.0
2842858,2,27,2,27,2,27.0,27.0,0.0
S154980,1,01,1,01,1,1.0,1.0,0.0
2587527,1,18,1,18,1,18.0,18.0,0.0
2836843,2,09,1,09,1,19.0,19.5,10.512
1494483,1,12,1,12,1,12.0,12.0,0.0
2827692,5,54,1,54,1,41.0,50,15.818
2514144,1,00,1,00,1,0.0,0.0,0.0
2646457,1,12,1,12,1,12.0,12.0,0.0
2145153,2,04,2,04,2,4.0,4.0,0.0
2793947,10,03,1,03,1,28.0,33.5,19.614
2656699,1,19,1,19,1,19.0,19.0,0.0
2658917,3,19,1,19,1,31.0,25,12.961
2733799,1,09,1,09,1,9.0,9.0,0.0
2835126,1,32,1,32,1,32.0,32.0,0.0
2849829,1,19,1,19,1,19.0,19.0,0.0
2794317,2,48,1,48,1,48.0,48.5,0.707
2795055,1,49,1,49,1,49.0,49.0,0.0
2752505,2,22,1,22,1,28.0,28.0,6.0
1682172,1,55,1,55,1,55.0,55.0,0.0
2777151,1,25,1,25,1,25.0,25.0,0.0
2541671,1,22,1,22,1,22.0,22.0,0.0
2805785,2,55,1,55,1,39.0,39.0,16.0
2842325,1,50,1,50,1,50.0,50.0,0.0
2847577,6,49,1,49,1,39.0,43.5,13.089
S170647,1,28,1,28,1,28.0,28.0,0.0
2464006,1,54,1,54,1,54.0,54.0,0.0
2839693,3,33,1,33,1,34.0,35,1.414
1660729,3,39,1,39,1,30.0,39,17.146
S136927,1,17,1,17,1,17.0,17.0,0.0
2634199,1,43,1,43,1,43.0,43.0,0.0
2679071,1,59,1,59,1,59.0,59.0,0.0
2848760,22,11,1,14,3,31.0,32.0,15.089
2837236,2,02,2,02,2,2.0,2.0,0.0
1062188,1,22,1,22,1,22.0,22.0,0.0
2842610,8,58,1,59,2,41.0,45.0,17.993
2847923,1,44,1,44,1,44.0,44.0,0.0
2775173,1,53,1,53,1,53.0,53.0,0.0
2717159,1,59,1,59,1,59.0,59.0,0.0
2733511,1,55,1,55,1,55.0,55.0,0.0
433918,2,10,2,10,2,10.0,10.0,0.0
1867020,1,04,1,04,1,4.0,4.0,0.0
2834977,1,32,1,32,1,32.0,32.0,0.0
2083763,1,00,1,00,1,0.0,0.0,0.0
S259163,1,08,1,08,1,8.0,8.0,0.0
2455515,1,14,1,14,1,14.0,14.0,0.0
2851673,4,19,1,36,2,31.0,34.5,7.036
2576356,1,51,1,51,1,51.0,51.0,0.0
S136476,1,13,1,13,1,13.0,13.0,0.0
S138413,1,27,1,27,1,27.0,27.0,0.0
2851477,1,20,1,20,1,20.0,20.0,0.0
2783913,1,42,1,42,1,42.0,42.0,0.0
2768948,1,39,1,39,1,39.0,39.0,0.0
2511660,1,41,1,41,1,41.0,41.0,0.0
1309137,5,02,1,02,1,27.0,36,22.1
2725835,1,15,1,15,1,15.0,15.0,0.0
S190755,1,10,1,10,1,10.0,10.0,0.0
2743665,6,02,1,02,1,28.0,29.0,16.713
2766304,2,54,2,54,2,54.0,54.0,0.0
2802812,1,27,1,27,1,27.0,27.0,0.0
2007344,1,51,1,51,1,51.0,51.0,0.0
2561744,8,26,1,21,2,22.0,21.0,13.514
2457542,2,00,1,00,1,13.0,13.5,13.509
2819976,1,04,1,04,1,4.0,4.0,0.0
2845770,1,55,1,55,1,55.0,55.0,0.0
2730549,1,12,1,12,1,12.0,12.0,0.0
2849888,2,33,1,33,1,38.0,38.0,5.0
1868187,1,57,1,57,1,57.0,57.0,0.0
2466917,1,24,1,24,1,24.0,24.0,0.0
2645992,8,24,1,59,2,29.0,22.5,17.997
2687091,1,53,1,53,1,53.0,53.0,0.0
2787454,1,42,1,42,1,42.0,42.0,0.0
S190686,2,37,1,37,1,36.0,36.5,0.707
2783997,1,48,1,48,1,48.0,48.0,0.0
2842637,1,30,1,30,1,30.0,30.0,0.0
2697449,3,35,1,33,2,33.0,33,1.155
2527957,1,14,1,14,1,14.0,14.0,0.0
S228027,1,03,1,03,1,3.0,3.0,0.0
2808565,1,34,1,34,1,34.0,34.0,0.0
2805421,14,03,1,01,3,23.0,14.5,22.205
2595063,1,59,1,59,1,59.0,59.0,0.0
2810709,1,13,1,13,1,13.0,13.0,0.0
2598487,2,11,1,11,1,14.0,14.0,3.0
2615085,1,56,1,56,1,56.0,56.0,0.0
1859752,1,41,1,41,1,41.0,41.0,0.0
S148956,1,26,1,26,1,26.0,26.0,0.0
S137832,4,20,1,20,1,28.0,26.5,8.5
2835419,2,08,1,08,1,24.0,24.0,16.0
1815310,13,02,1,03,2,30.0,33,20.72
2767179,1,08,1,08,1,8.0,8.0,0.0
2507696,1,11,1,11,1,11.0,11.0,0.0
1964260,1,13,1,13,1,13.0,13.0,0.0
2837978,1,31,1,31,1,31.0,31.0,0.0
1538076,1,04,1,04,1,4.0,4.0,0.0
685302,2,11,1,11,1,33.0,33.0,22.0
2670676,2,33,1,33,1,32.0,32.5,0.707
658101,1,04,1,04,1,4.0,4.0,0.0
2577418,1,46,1,46,1,46.0,46.0,0.0
2847441,2,51,2,51,2,51.0,51.0,0.0
S139030,11,11,1,11,1,23.0,18,17.766
2835334,12,15,1,03,2,24.0,24.5,16.85
2845403,25,25,1,17,2,24.0,19,18.318
2648418,1,03,1,03,1,3.0,3.0,0.0
2623399,2,59,1,59,1,43.0,43.5,15.508
2768307,2,11,1,11,1,19.0,19.5,8.515
2789934,1,11,1,11,1,11.0,11.0,0.0
1046240,1,48,1,48,1,48.0,48.0,0.0
2808836,2,26,1,26,1,35.0,35.0,9.0
S138257,2,12,1,12,1,23.0,23.0,11.0
2767494,3,31,1,31,1,27.0,31,7.746
1702958,1,03,1,03,1,3.0,3.0,0.0
2703859,1,18,1,18,1,18.0,18.0,0.0
S140900,1,25,1,25,1,25.0,25.0,0.0
2786386,1,03,1,03,1,3.0,3.0,0.0
787781,1,14,1,14,1,14.0,14.0,0.0
S141480,3,55,1,55,1,41.0,42,11.045
2767821,1,43,1,43,1,43.0,43.0,0.0
1883130,1,06,1,06,1,6.0,6.0,0.0
679903,1,48,1,48,1,48.0,48.0,0.0
2572351,1,18,1,18,1,18.0,18.0,0.0
2754477,1,53,1,53,1,53.0,53.0,0.0
2805684,1,27,1,27,1,27.0,27.0,0.0
S154372,2,08,2,08,2,8.0,8.0,0.0
2529168,1,13,1,13,1,13.0,13.0,0.0
2786887,3,08,1,08,1,5.0,07,3.109
2595381,2,49,2,49,2,49.0,49.0,0.0
2160436,1,28,1,28,1,28.0,28.0,0.0
S167996,1,53,1,53,1,53.0,53.0,0.0
2634001,1,37,1,37,1,37.0,37.0,0.0
2667627,1,18,1,18,1,18.0,18.0,0.0
2818130,2,32,1,32,1,44.0,44.0,12.0
2014595,1,17,1,17,1,17.0,17.0,0.0
2765925,1,35,1,35,1,35.0,35.0,0.0
2851268,34,44,1,00,3,22.0,20.5,15.349
2480107,1,55,1,55,1,55.0,55.0,0.0
2012292,1,18,1,18,1,18.0,18.0,0.0
2590038,1,46,1,46,1,46.0,46.0,0.0
2844330,1,18,1,18,1,18.0,18.0,0.0
2174867,1,06,1,06,1,6.0,6.0,0.0
2044475,2,26,1,26,1,27.0,27.0,1.0
S173123,1,00,1,00,1,0.0,0.0,0.0
2825106,2,06,1,06,1,6.0,6.5,0.707
2794275,1,01,1,01,1,1.0,1.0,0.0
2533842,1,39,1,39,1,39.0,39.0,0.0
2764965,2,28,2,28,2,28.0,28.0,0.0
2828100,6,03,1,25,2,23.0,24.0,11.053
2677113,1,39,1,39,1,39.0,39.0,0.0
2479602,1,38,1,38,1,38.0,38.0,0.0
2478173,1,56,1,56,1,56.0,56.0,0.0
2714714,1,18,1,18,1,18.0,18.0,0.0
1022570,1,58,1,58,1,58.0,58.0,0.0
1939691,1,19,1,19,1,19.0,19.0,0.0
2608322,1,35,1,35,1,35.0,35.0,0.0
2665804,12,44,1,44,1,30.0,31.5,14.127
539172,2,44,1,44,1,43.0,43.5,0.707
2816509,3,03,1,03,1,9.0,04,7.789
2761892,1,56,1,56,1,56.0,56.0,0.0
1593507,1,42,1,42,1,42.0,42.0,0.0
1573792,2,55,2,55,2,55.0,55.0,0.0
2743724,1,45,1,45,1,45.0,45.0,0.0
2799909,11,02,1,02,1,30.0,28,18.191
2825260,2,20,1,20,1,21.0,21.5,1.581
2772487,1,23,1,23,1,23.0,23.0,0.0
2741277,1,13,1,13,1,13.0,13.0,0.0
2794599,1,44,1,44,1,44.0,44.0,0.0
2559527,2,13,1,13,1,13.0,13.5,0.707
2174390,3,08,1,11,2,10.0,11,1.414
2803504,1,47,1,47,1,47.0,47.0,0.0
S138541,1,54,1,54,1,54.0,54.0,0.0
2848701,1,38,1,38,1,38.0,38.0,0.0
S148137,1,11,1,11,1,11.0,11.0,0.0
2589358,1,12,1,12,1,12.0,12.0,0.0
1752207,1,18,1,18,1,18.0,18.0,0.0
S216017,1,59,1,59,1,59.0,59.0,0.0
2710102,2,59,1,59,1,58.0,58.5,0.707
1780225,2,11,1,11,1,20.0,20.5,9.513
2503188,1,24,1,24,1,24.0,24.0,0.0
558970,1,14,1,14,1,14.0,14.0,0.0
2851287,3,06,1,06,1,11.0,07,6.377
2761103,2,14,1,14,1,25.0,25.0,11.0
2816487,4,10,1,10,1,23.0,21.0,14.204
2692354,5,31,1,37,2,27.0,31,9.121
2847248,1,31,1,31,1,31.0,31.0,0.0
1074006,1,25,1,25,1,25.0,25.0,0.0
2487061,1,19,1,19,1,19.0,19.0,0.0
1702961,1,03,1,03,1,3.0,3.0,0.0
2633696,1,36,1,36,1,36.0,36.0,0.0
2638682,1,06,1,06,1,6.0,6.0,0.0
2786671,1,07,1,07,1,7.0,7.0,0.0
S186534,2,48,1,48,1,44.0,44.5,3.536
S161324,3,09,3,09,3,9.0,09,0.0
2775354,5,08,1,07,2,11.0,08,5.762
2467833,1,12,1,12,1,12.0,12.0,0.0
2841691,1,18,1,18,1,18.0,18.0,0.0
1243747,1,18,1,18,1,18.0,18.0,0.0
2527566,8,03,1,03,1,32.0,37.5,20.733
2078414,1,42,1,42,1,42.0,42.0,0.0
2849347,24,02,1,01,2,25.0,29.0,17.343
S229554,1,20,1,20,1,20.0,20.0,0.0
1857753,2,40,2,40,2,40.0,40.0,0.0
2789907,1,33,1,33,1,33.0,33.0,0.0
S150231,1,52,1,52,1,52.0,52.0,0.0
2770482,2,13,1,13,1,8.0,8.5,4.528
2730789,6,37,1,58,2,40.0,46.5,19.105
2436053,1,10,1,10,1,10.0,10.0,0.0
2851199,2,19,1,19,1,39.0,39.0,20.0
2437608,1,53,1,53,1,53.0,53.0,0.0
S153830,1,19,1,19,1,19.0,19.0,0.0
1166011,1,27,1,27,1,27.0,27.0,0.0
2845298,1,46,1,46,1,46.0,46.0,0.0
2838058,1,36,1,36,1,36.0,36.0,0.0
2746928,1,36,1,36,1,36.0,36.0,0.0
2732952,1,35,1,35,1,35.0,35.0,0.0
2844346,2,03,1,03,1,31.0,31.0,28.0
2845209,1,01,1,01,1,1.0,1.0,0.0
2780340,1,17,1,17,1,17.0,17.0,0.0
2841309,4,32,1,38,2,41.0,38.0,9.421
2610937,2,02,1,02,1,7.0,7.0,5.0
2791079,1,13,1,13,1,13.0,13.0,0.0
2844888,1,19,1,19,1,19.0,19.0,0.0
2850865,1,32,1,32,1,32.0,32.0,0.0
S186443,1,25,1,25,1,25.0,25.0,0.0
2849768,22,13,1,52,3,32.0,33.5,18.301
2830471,1,35,1,35,1,35.0,35.0,0.0
S176521,3,54,1,54,1,45.0,45,6.583
2446192,5,27,1,27,1,28.0,28,10.459
2579782,1,08,1,08,1,8.0,8.0,0.0
2841081,1,01,1,01,1,1.0,1.0,0.0
2532524,1,02,1,02,1,2.0,2.0,0.0
2794334,1,28,1,28,1,28.0,28.0,0.0
2468752,5,11,1,36,2,26.0,36,13.957
2787887,1,48,1,48,1,48.0,48.0,0.0
2840772,4,24,1,29,2,25.0,26.5,3.808
2845161,2,20,1,20,1,21.0,21.0,1.0
2701791,2,02,1,02,1,20.0,20.5,18.507
2772593,2,19,1,19,1,19.0,19.5,0.707
2457672,1,25,1,25,1,25.0,25.0,0.0
2845516,1,58,1,58,1,58.0,58.0,0.0
2788102,2,38,1,38,1,43.0,43.0,5.0
2847502,1,50,1,50,1,50.0,50.0,0.0
2851784,3,50,1,48,2,48.0,48,1.155
2741394,1,49,1,49,1,49.0,49.0,0.0
2801498,2,11,1,11,1,10.0,10.5,0.707
2397712,1,00,1,00,1,0.0,0.0,0.0
2845634,2,46,1,46,1,46.0,46.5,0.707
2718778,2,48,2,48,2,48.0,48.0,0.0
S164121,1,52,1,52,1,52.0,52.0,0.0
2851856,1,13,1,13,1,13.0,13.0,0.0
2717197,1,16,1,16,1,16.0,16.0,0.0
2794369,3,55,1,55,1,40.0,50,17.33
2849408,2,56,1,56,1,57.0,57.5,1.581
2476005,1,27,1,27,1,27.0,27.0,0.0
2843926,9,39,1,13,2,33.0,29,14.915
2762638,3,32,1,32,1,32.0,32,1.826
2820372,1,45,1,45,1,45.0,45.0,0.0
2003857,1,28,1,28,1,28.0,28.0,0.0
1976954,1,40,1,40,1,40.0,40.0,0.0
2536686,8,09,1,09,1,33.0,39.0,17.632
1745485,2,47,2,47,2,47.0,47.0,0.0
2849586,1,03,1,03,1,3.0,3.0,0.0
2841404,1,58,1,58,1,58.0,58.0,0.0
2772314,1,14,1,14,1,14.0,14.0,0.0
S157098,2,45,1,45,1,33.0,33.5,11.511
297061,1,56,1,56,1,56.0,56.0,0.0
2848846,1,54,1,54,1,54.0,54.0,0.0
2659724,2,25,2,25,2,25.0,25.0,0.0
2833102,1,42,1,42,1,42.0,42.0,0.0
S191561,1,10,1,10,1,10.0,10.0,0.0
2849248,6,11,1,11,1,24.0,18.5,15.932
1296994,1,58,1,58,1,58.0,58.0,0.0
2824212,1,32,1,32,1,32.0,32.0,0.0
2743897,1,09,1,09,1,9.0,9.0,0.0
1620563,1,17,1,17,1,17.0,17.0,0.0
2476842,1,05,1,05,1,5.0,5.0,0.0
2647819,1,43,1,43,1,43.0,43.0,0.0
2750826,1,21,1,21,1,21.0,21.0,0.0
2807015,1,05,1,05,1,5.0,5.0,0.0
2847622,5,33,1,33,1,27.0,33,15.582
1880050,1,37,1,37,1,37.0,37.0,0.0
1843621,1,56,1,56,1,56.0,56.0,0.0
2844454,1,37,1,37,1,37.0,37.0,0.0
2830583,1,53,1,53,1,53.0,53.0,0.0
2760182,2,27,1,27,1,28.0,28.5,1.581
854206,2,57,1,57,1,56.0,56.5,0.707
2834409,2,58,1,58,1,53.0,53.0,5.0
520144,1,39,1,39,1,39.0,39.0,0.0
1759889,1,26,1,26,1,26.0,26.0,0.0
2412865,1,08,1,08,1,8.0,8.0,0.0
2846492,1,56,1,56,1,56.0,56.0,0.0
2780789,1,28,1,28,1,28.0,28.0,0.0
S139127,2,38,1,38,1,48.0,48.5,10.512
S190326,1,42,1,42,1,42.0,42.0,0.0
S159528,1,58,1,58,1,58.0,58.0,0.0
2521776,2,26,1,26,1,33.0,33.0,7.0
1381101,1,10,1,10,1,10.0,10.0,0.0
680802,1,52,1,52,1,52.0,52.0,0.0
2767963,2,39,1,39,1,48.0,48.5,9.513
2846442,4,24,1,24,1,35.0,35.0,10.332
2766738,1,53,1,53,1,53.0,53.0,0.0
2802313,1,28,1,28,1,28.0,28.0,0.0
2810090,6,06,1,40,3,34.0,39.5,12.53
2611085,2,53,2,53,2,53.0,53.0,0.0
2790471,1,29,1,29,1,29.0,29.0,0.0
2795236,6,45,1,16,3,23.0,16.0,15.017
2835442,1,20,1,20,1,20.0,20.0,0.0
2842635,1,53,1,53,1,53.0,53.0,0.0
S148078,1,51,1,51,1,51.0,51.0,0.0
2603544,1,27,1,27,1,27.0,27.0,0.0
364780,2,34,2,34,2,34.0,34.0,0.0
2112777,1,56,1,56,1,56.0,56.0,0.0
S171175,1,57,1,57,1,57.0,57.0,0.0
2831334,1,28,1,28,1,28.0,28.0,0.0
2777596,2,06,1,06,1,29.0,29.5,23.505
2752356,1,09,1,09,1,9.0,9.0,0.0
1898250,4,16,1,16,1,30.0,31.5,9.513
S141670,1,46,1,46,1,46.0,46.0,0.0
905239,1,59,1,59,1,59.0,59.0,0.0
2829122,5,06,1,05,3,5.0,05,0.632
2821699,1,28,1,28,1,28.0,28.0,0.0
S145311,1,47,1,47,1,47.0,47.0,0.0
2549478,2,01,1,01,1,4.0,4.0,3.0
704406,1,49,1,49,1,49.0,49.0,0.0
2821779,1,25,1,25,1,25.0,25.0,0.0
2755467,1,37,1,37,1,37.0,37.0,0.0
2746391,1,19,1,19,1,19.0,19.0,0.0
2831369,4,00,1,31,3,23.0,31.0,13.426
2850507,1,16,1,16,1,16.0,16.0,0.0
2827917,2,51,1,51,1,36.0,36.0,15.0
1592956,1,47,1,47,1,47.0,47.0,0.0
S144526,1,03,1,03,1,3.0,3.0,0.0
2851187,1,57,1,57,1,57.0,57.0,0.0
2815584,1,49,1,49,1,49.0,49.0,0.0
2850578,4,46,1,46,1,36.0,34.0,5.612
S172267,1,30,1,30,1,30.0,30.0,0.0
2701948,1,59,1,59,1,59.0,59.0,0.0
2845405,2,19,1,19,1,16.0,16.0,3.0
2328325,1,00,1,00,1,0.0,0.0,0.0
S171817,1,28,1,28,1,28.0,28.0,0.0
2846533,1,45,1,45,1,45.0,45.0,0.0
2631204,1,14,1,14,1,14.0,14.0,0.0
2731011,2,08,1,08,1,11.0,11.0,3.0
2782222,1,29,1,29,1,29.0,29.0,0.0
2692438,1,02,1,02,1,2.0,2.0,0.0
2744042,1,01,1,01,1,1.0,1.0,0.0
1444717,1,13,1,13,1,13.0,13.0,0.0
2851712,2,32,1,32,1,16.0,16.0,16.0
S155104,1,26,1,26,1,26.0,26.0,0.0
2789936,1,26,1,26,1,26.0,26.0,0.0
1636190,2,57,1,57,1,56.0,56.5,0.707
732246,1,20,1,20,1,20.0,20.0,0.0
2763175,1,12,1,12,1,12.0,12.0,0.0
2332578,1,25,1,25,1,25.0,25.0,0.0
1946543,1,41,1,41,1,41.0,41.0,0.0
2750009,2,55,1,55,1,35.0,35.0,20.0
2786359,3,09,1,09,1,29.0,36,14.663
S137810,3,49,1,13,2,25.0,13,16.971
2156134,1,13,1,13,1,13.0,13.0,0.0
2468869,1,45,1,45,1,45.0,45.0,0.0
1394959,1,11,1,11,1,11.0,11.0,0.0
2080124,1,24,1,24,1,24.0,24.0,0.0
2729620,1,41,1,41,1,41.0,41.0,0.0
602611,2,30,1,30,1,17.0,17.5,12.51
2631589,1,57,1,57,1,57.0,57.0,0.0
2784835,1,14,1,14,1,14.0,14.0,0.0
2472206,1,13,1,13,1,13.0,13.0,0.0
2692958,1,26,1,26,1,26.0,26.0,0.0
S279962,1,50,1,50,1,50.0,50.0,0.0
2834746,1,41,1,41,1,41.0,41.0,0.0
1551197,10,02,1,09,2,11.0,9.5,7.259
2714416,3,42,1,42,1,19.0,10,16.114
2849856,3,17,1,07,2,10.0,07,4.726
2844332,9,24,1,45,2,32.0,32,8.233
2702396,2,21,2,21,2,21.0,21.0,0.0
2826755,6,24,1,24,1,26.0,25.0,10.992
2541938,2,46,1,46,1,23.0,23.0,23.0
2235258,1,03,1,03,1,3.0,3.0,0.0
2679129,1,40,1,40,1,40.0,40.0,0.0
2483712,1,41,1,41,1,41.0,41.0,0.0
2385671,1,44,1,44,1,44.0,44.0,0.0
2776612,2,27,1,27,1,15.0,15.5,11.511
2154761,1,04,1,04,1,4.0,4.0,0.0
2130050,2,44,1,44,1,39.0,39.0,5.0
2401324,1,22,1,22,1,22.0,22.0,0.0
482659,1,05,1,05,1,5.0,5.0,0.0
